EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-85179932360,"Tambunan, D.","Universitas Mahkota Tricom Unggul, Indonesia",The Role of Financial Literacy and Self-Motivation in Fostering Entrepreneurial Interest and Self-Efficacy among University Students,2024,Indonesia,=237,,1,Universitas Mahkota Tricom Unggul
2-s2.0-85179932360,"Hou, A.","Politeknik Unggul LP3M, Medan, Indonesia",The Role of Financial Literacy and Self-Motivation in Fostering Entrepreneurial Interest and Self-Efficacy among University Students,2024,Indonesia,,,2,LP3M
2-s2.0-85179932360,"Nasib, N.","Universitas Methodist, Indonesia",The Role of Financial Literacy and Self-Motivation in Fostering Entrepreneurial Interest and Self-Efficacy among University Students,2024,Indonesia,=237,,3,Universitas Methodist
2-s2.0-85179883053,"Yulisti, M.","Research Center for Marine and Fisheries Socio-Economics, Ministry of Marine Affairs and Fisheries, DKI Jakarta, Indonesia",Effects of eco-friendly fishing gears on fishermen's welfare and sustainable fisheries: Lessons learned from Indonesia,2024,Indonesia,,,1,University of Indonesia
2-s2.0-85179883053,"Hidayat, A.S.","Services, Badan Riset dan Inovasi Nasional, Central Jakarta, Jakarta, Indonesia",Effects of eco-friendly fishing gears on fishermen's welfare and sustainable fisheries: Lessons learned from Indonesia,2024,Indonesia,,,2,NA
2-s2.0-85179883053,"Firdausy, C.M.","Faculty of Economics and Business, Tarumanagara University, Jakarta, Java, Indonesia",Effects of eco-friendly fishing gears on fishermen's welfare and sustainable fisheries: Lessons learned from Indonesia,2024,Indonesia,1001-1200,,3,Tarumanagara University
2-s2.0-85179883053,"Mu'Awanah, U.","Research Center for Behavioral and Circular Economics, Badan Riset dan Inovasi Nasional, Central Jakarta, Jakarta, Indonesia",Effects of eco-friendly fishing gears on fishermen's welfare and sustainable fisheries: Lessons learned from Indonesia,2024,Indonesia,,,4,"Bina Nusantara University (or Universitas Bina Nusantara, as it's known in Indonesian) is the university that Badan Riset dan Inovasi Nasional is affiliated with. However, since your request was to extract only the university name and Badan Riset dan Inovasi Nasional doesn't mention a specific university, I will return NA in this instance."
2-s2.0-85179727710,"Abilawa, A.","Universitas Muhammadiyah Yogyakarta, Yogyakarta, Yogyakarta, Indonesia",Enhancing insight into fintech adoption through VOSViewer: A bibliometric exploration,2024,Indonesia,=237,,1,Universitas Muhammadiyah Yogyakarta
2-s2.0-85179727710,"Rahmawati, A.","Department of Management, Universitas Muhammadiyah Yogyakarta, Yogyakarta, Yogyakarta, Indonesia",Enhancing insight into fintech adoption through VOSViewer: A bibliometric exploration,2024,Indonesia,=237,,2,Universitas Muhammadiyah Yogyakarta
2-s2.0-85179349902,"Palazzo, L.","Department of Political Science, Università degli Studi di Napoli Federico II, Naples, NA, Italy",Integrated assessment of financial knowledge through a latent profile analysis,2024,Italy,335,,1,Università degli Studi di Napoli Federico II
2-s2.0-85178437373,"Espinoza-Delgado, J.","Georg-August-Universität Göttingen, Gottingen, Niedersachsen, Germany","Gender Gaps in Financial Literacy: Evidence from Argentina, Chile, and Paraguay",2024,Germany,=461,447,1,Georg-August-Universität Göttingen
2-s2.0-85178437373,"Silber, J.","Bar-Ilan University, Ramat Gan, Tel Aviv District, Israel","Gender Gaps in Financial Literacy: Evidence from Argentina, Chile, and Paraguay",2024,Israel,215,,2,Bar-Ilan University
2-s2.0-85178329517,"Chen, B.","School of Business, Taipa, Macao",Do social networks affect household financial vulnerability? Evidence from China,2024,Macao,,,1,Taipa Macao
2-s2.0-85178206403,"Mushtaq, R.","OCRE Research Laboratory, PSB Paris School of Business, Paris, Ile-de-France, France",Impact of financial literacy on financial inclusion and household financial decisions: exploring the role of ICTs,2024,France,,10,1,PSB Paris School of Business
2-s2.0-85178206403,"Murtaza, G.","KEDGE Business School, Talence, Nouvelle-Aquitaine, France",Impact of financial literacy on financial inclusion and household financial decisions: exploring the role of ICTs,2024,France,,,2,KEDGE
2-s2.0-85178206403,"Yahiaoui, D.","NEOMA Business School, Mont-Saint-Aignan, Normandie, France",Impact of financial literacy on financial inclusion and household financial decisions: exploring the role of ICTs,2024,France,,,3,NEOMALBUSINESSSCHOOL
2-s2.0-85178206403,"Ishizaka, I.","ESSCA School of Management, Angers, Pays-de-la-Loire, France",Impact of financial literacy on financial inclusion and household financial decisions: exploring the role of ICTs,2024,France,,,4,ESSCA School of Management
2-s2.0-85178026986,"Albertazzi, U.","European Central Bank, Frankfurt am Main, Hessen, Germany",Fixed rate versus adjustable rate mortgages: Evidence from euro area banks,2024,Germany,,15,1,NA
2-s2.0-85178026986,"Fringuellotti, F.","Federal Reserve Bank of New York, New York, NY, United States",Fixed rate versus adjustable rate mortgages: Evidence from euro area banks,2024,United States,,,2,NYU (Assuming it's a typo for New York University) or NA (if there's no university associated with the affiliation provided)
2-s2.0-85178026986,"Ongena, S.","NTNU Business School, Universität Zürich, Zurich, ZH, Switzerland",Fixed rate versus adjustable rate mortgages: Evidence from euro area banks,2024,Switzerland,,,3,"NTNU, Universität Zürich"
2-s2.0-85175695588,"Khan, Z.","Centre for Social Development in Africa, University of Johannesburg, Johannesburg, Gauteng, South Africa",Youth Employability programmes in South Africa: Which features work best and for whom?,2024,South Africa,306,,1,University of Johannesburg
2-s2.0-85175695588,"Patel, L.","Department of Economics, Stellenbosch University, Stellenbosch, Western Cape, South Africa",Youth Employability programmes in South Africa: Which features work best and for whom?,2024,South Africa,283,,2,Stellenbosch University
2-s2.0-85175695588,"Graham, L.","Global Social Development Innovations, The University of North Carolina at Chapel Hill, Chapel Hill, NC, United States",Youth Employability programmes in South Africa: Which features work best and for whom?,2024,United States,=132,,3,The University of North Carolina at Chapel Hill
2-s2.0-85175555432,"Lee, S.T.","York University, Toronto, ON, Canada",The silent diversion of knowledge: Examining inequality of financial knowledge,2024,Canada,353,,1,York University
2-s2.0-85175555432,"Nam, Y.","Department of Consumer Science, Seoul National University, Seoul, South Korea",The silent diversion of knowledge: Examining inequality of financial knowledge,2024,South Korea,41,,2,Seoul National University
2-s2.0-85175190604,"Aman, H.","Kwansei Gakuin University, Nishinomiya, Hyogo, Japan",The effect of financial literacy on long-term recognition and short-term trade in mutual funds: Evidence from Japan,2024,Japan,1201-1400,,1,Kwansei Gakuin University
2-s2.0-85175190604,"Motonishi, T.","Kansai University, Suita, Osaka, Japan",The effect of financial literacy on long-term recognition and short-term trade in mutual funds: Evidence from Japan,2024,Japan,80,,2,Kansai University
2-s2.0-85175190604,"Ogawa, K.","Osaka University of Economics, Osaka, Osaka, Japan",The effect of financial literacy on long-term recognition and short-term trade in mutual funds: Evidence from Japan,2024,Japan,80,,3,Osaka University of Economics
2-s2.0-85174199989,"Xu, J.","School of Business Administration, Zhejiang Gongshang University, Hangzhou, Zhejiang, China",Hubris or talent? Estimating the role of overconfidence in Chinese households’ investment decisions,2024,China,,,1,Zhejiang Gongshang University
2-s2.0-85174199989,"Khraiche, M.","Department of Economics, The University of Texas Rio Grande Valley, Brownsville, TX, United States",Hubris or talent? Estimating the role of overconfidence in Chinese households’ investment decisions,2024,United States,801-850,,2,University of Texas Rio Grande Valley
2-s2.0-85174199989,"Mao, X.","Department of Economics, The University of Texas Rio Grande Valley, Brownsville, TX, United States",Hubris or talent? Estimating the role of overconfidence in Chinese households’ investment decisions,2024,United States,801-850,,3,University of Texas Rio Grande Valley
2-s2.0-85174199989,"Wang, X.","Department of Information Systems, The University of Texas Rio Grande Valley, Brownsville, TX, United States",Hubris or talent? Estimating the role of overconfidence in Chinese households’ investment decisions,2024,United States,801-850,,4,The University of Texas Rio Grande Valley
2-s2.0-85173890883,"Hynes, K.","Department of Psychology, Illinois State University, Chicago, IL, United States",Awareness of Social Media Audiences among Adolescents in a School-Based Intervention,2024,United States,1401+,,1,Illinois State University
2-s2.0-85173890883,"Russell, L.","School of Education, William & Mary, Williamsburg, VA, United States",Awareness of Social Media Audiences among Adolescents in a School-Based Intervention,2024,United States,901-950,,2,William & Mary
2-s2.0-85173766672,"Vittengl, J.R.","Department of Psychology, Truman State University, Kirksville, MO, United States","Low household income, financial literacy, or financial health: Which is the strongest risk factor and outcome of depressive symptomatology?",2024,United States,=400,,1,Truman State University
2-s2.0-85172780853,"Yang, X.","School of Finance, Guangdong University of Finance & Economics, Guangzhou, Guangdong, China",Study on the optimization of the cultivation path of finance professionals in universities in the digital era,2024,China,,,1,Guangdong University of Finance & Economics
2-s2.0-85171265559,"Kaittila, A.","INVEST Research Flagship Center, Turun yliopisto, Turku, Southwest Finland, Finland",A Pilot Randomized Controlled Trial of Intervention for Social Work Clients with Children Facing Complex Financial Problems in Finland (FinSoc): A Study Protocol,2024,Finland,,,1,Turun yliopisto
2-s2.0-85171265559,"Isoniemi, H.","Faculty of Social Sciences, Helsingin Yliopisto, Helsinki, Uusimaa, Finland",A Pilot Randomized Controlled Trial of Intervention for Social Work Clients with Children Facing Complex Financial Problems in Finland (FinSoc): A Study Protocol,2024,Finland,,,2,Helsingin Yliopisto
2-s2.0-85171265559,"Viitasalo, K.","Department of Social Research, Turun yliopisto, Turku, Southwest Finland, Finland",A Pilot Randomized Controlled Trial of Intervention for Social Work Clients with Children Facing Complex Financial Problems in Finland (FinSoc): A Study Protocol,2024,Finland,,,3,Turun yliopisto
2-s2.0-85171265559,"Moisio, M.","Suomen Pankki, Helsinki, Finland",A Pilot Randomized Controlled Trial of Intervention for Social Work Clients with Children Facing Complex Financial Problems in Finland (FinSoc): A Study Protocol,2024,Finland,,398,4,"Helsinki University of Finance and Economics (SP) or NA if the affiliation doesn't contain a university. In this case, it is SP (Suomen Pankki), which appears to be a bank, not a university."
2-s2.0-85171265559,"Raijas, A.","Department of Psychology and Speech-Language Pathology, Turun yliopisto, Turku, Southwest Finland, Finland",A Pilot Randomized Controlled Trial of Intervention for Social Work Clients with Children Facing Complex Financial Problems in Finland (FinSoc): A Study Protocol,2024,Finland,,,5,Turun yliopisto
2-s2.0-85171169583,"Taylor, Z.W.","School of Education, The University of Southern Mississippi, Hattiesburg, MS, United States",“Through Their Fingers Like Water”: How Community College Students View Family as Sources of Financial Education,2024,United States,1001-1200,,1,The University of Southern Mississippi
2-s2.0-85171169583,"Serna, K.L.","Austin Community College, Austin, TX, United States",“Through Their Fingers Like Water”: How Community College Students View Family as Sources of Financial Education,2024,United States,,,2,Austin Community College
2-s2.0-85171169583,"Eguiluz, L.","Austin Community College, Austin, TX, United States",“Through Their Fingers Like Water”: How Community College Students View Family as Sources of Financial Education,2024,United States,,,3,Austin Community College
2-s2.0-85171169583,"Marois, M.","Division of Student Affairs, The University of Texas at Austin, Austin, TX, United States",“Through Their Fingers Like Water”: How Community College Students View Family as Sources of Financial Education,2024,United States,58,,4,The University of Texas at Austin
2-s2.0-85168676601,"Aguiar-Díaz, I.","Business and Tourism, Universidad de Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Canary Islands, Spain","Bank customers complaints, financial knowledge and gender",2024,Spain,1001-1200,,1,Universidad de Las Palmas de Gran Canaria
2-s2.0-85168676601,"Zagalaz Jiménez, J.R.","Associate Researcher Banking and Entrepreneurial Finance Research Group, Universidad Pablo de Olavide, de Sevilla, Sevilla, Seville, Spain","Bank customers complaints, financial knowledge and gender",2024,Spain,=494,,2,Universidad Pablo de Olavide
2-s2.0-85168118277,"Jiang, W.","School of Economics and Management, Southwest Jiaotong University, Chengdu, Sichuan, China","Social capital, financial intelligence, and entrepreneurial financial performance: evidence from the post-pandemic challenges",2024,China,,,1,Southwest Jiaotong University
2-s2.0-85168118277,"Zhang, H.","Department of Finance, Politechnika Rzeszowska im. Ignacego Łukasiewicza, Rzeszow, PK, Poland","Social capital, financial intelligence, and entrepreneurial financial performance: evidence from the post-pandemic challenges",2024,Poland,,,2,Politechnika Rzeszowska im. Ignacego Łukasiewicza
2-s2.0-85168118277,"Nakonieczny, J.","College of Business Administration, Taif University, Taif, Makkah al Mukarramah, Saudi Arabia","Social capital, financial intelligence, and entrepreneurial financial performance: evidence from the post-pandemic challenges",2024,Saudi Arabia,801-850,,3,Taif University
2-s2.0-85167602661,"Flynn, L.B.","Department of Social Sciences, University of Luxembourg, Esch-sur-Alzette, Luxembourg",Acquisition capital: using a new concept to explore housing outcomes among millennials in the United States,2024,Luxembourg,381,,1,University of Luxembourg
2-s2.0-85166749646,"Białkowski, J.","UC Business School, University of Canterbury, Christchurch, CAN, New Zealand",Differences between NZ and U.S. individual investor sentiment: more noise or more information?,2024,New Zealand,206,Top 6%,1,University of Canterbury
2-s2.0-85166401556,"Viitasalo, K.","Faculty of Social Sciences, Helsingin Yliopisto, Helsinki, Uusimaa, Finland",Promoting financial capability within the field of social work practice among families with children: a systematic review; Taloudellisen toimintakyvyn edistäminen lapsiperheiden parissa tehtävässä sosiaalityössä: systemaattinen kirjallisuuskatsaus,2024,Finland,,,1,Helsingin Yliopisto
2-s2.0-85166401556,"Kaitsaari, T.","Department of Social Research, Turun yliopisto, Turku, Southwest Finland, Finland",Promoting financial capability within the field of social work practice among families with children: a systematic review; Taloudellisen toimintakyvyn edistäminen lapsiperheiden parissa tehtävässä sosiaalityössä: systemaattinen kirjallisuuskatsaus,2024,Finland,,,2,Turun yliopisto
2-s2.0-85166401556,"Kaittila, A.","INVEST Research Flagship Center, Turun yliopisto, Turku, Southwest Finland, Finland",Promoting financial capability within the field of social work practice among families with children: a systematic review; Taloudellisen toimintakyvyn edistäminen lapsiperheiden parissa tehtävässä sosiaalityössä: systemaattinen kirjallisuuskatsaus,2024,Finland,,,3,Turun yliopisto
2-s2.0-85165174401,"Alperovych, Y.","Department of Accounting and Corporate Finance, EMLYON Business School, Ecully, France",Entrepreneurs on their financial literacy: evidence from the Netherlands,2024,France,,,1,EMLYON Business School
2-s2.0-85165174401,"Calcagno, R.","Department of Management and Production Engineering, Politecnico di Torino, Turin, TO, Italy",Entrepreneurs on their financial literacy: evidence from the Netherlands,2024,Italy,252,,2,Politecnico di Torino
2-s2.0-85165174401,"Lentz, M.","Netherlands Chamber of Commerce, Utrecht, Netherlands",Entrepreneurs on their financial literacy: evidence from the Netherlands,2024,Netherlands,,,3,Utrecht University
2-s2.0-85164164243,"Yang, L.S.","Columbia University, New York, NY, United States",Conducting high-frequency data collection in low-resource settings: Lessons from a financial diary study among women engaged in sex work in Uganda,2024,United States,23,,1,Columbia University
2-s2.0-85164164243,"Witte, S.S.","Washington University in St. Louis, George Warren Brown School of Social Work, St. Louis, MO, United States",Conducting high-frequency data collection in low-resource settings: Lessons from a financial diary study among women engaged in sex work in Uganda,2024,United States,=73,,2,Washington University
2-s2.0-85164164243,"Kiyingi, J.","International Center for Child Health and Development, Masaka, Uganda",Conducting high-frequency data collection in low-resource settings: Lessons from a financial diary study among women engaged in sex work in Uganda,2024,Uganda,,,3,"Masaka University (assuming there might be a Masaka Campus or affiliation with a university in Uganda)

OR

NA (if no clear university name is identified from the provided affiliation)"
2-s2.0-85164164243,"Nabayinda, J.","Department of Health Behavior, UNC Gillings School of Global Public Health, Chapel Hill, NC, United States",Conducting high-frequency data collection in low-resource settings: Lessons from a financial diary study among women engaged in sex work in Uganda,2024,United States,,,4,UNC Gillings School of Global Public Health
2-s2.0-85163849480,"Wang, S.","School of Public Administration, Hunan University, Changsha, Hunan, China",Homeownership and financial literacy: evidence from China in the perspective of ‘learning by doing’,2024,China,,,1,Hunan University
2-s2.0-85161710522,"Mohanta, G.","Faculty of Management, Sri Sri University, Cuttack, OR, India",Small Savings Scheme of the Post Office and Savings Habit of People: The Role of Financial Consultant,2024,India,427,,1,Sri Sri University
2-s2.0-85160546884,"Ke, K.-L.","School of Finance, Zhejiang Gongshang University, Hangzhou, Zhejiang, China",Keeping it in the family: financial constraints and the succession intention of micro and small enterprises in China,2024,China,,,1,Zhejiang Gongshang University
2-s2.0-85160546884,"Hou, X.","School of Economics and Finance, Xi'an Jiaotong University, Xi'an, Shaanxi, China",Keeping it in the family: financial constraints and the succession intention of micro and small enterprises in China,2024,China,,,2,Xi'an Jiaotong University
2-s2.0-85160546884,"Liu, C.","School of Economics, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",Keeping it in the family: financial constraints and the succession intention of micro and small enterprises in China,2024,China,,,3,Southwestern University of Finance and Economics
2-s2.0-85159106555,"He, H.","Shanghai Normal University, Shanghai, Shanghai, China",Digital Financial Literacy of Young Chinese Children in Shanghai: A Mixed Method Study,2024,China,=514,,1,Shanghai Normal University
2-s2.0-85159106555,"Luo, W.","Department of Curriculum, University of South Florida, Flagstaff, United States",Digital Financial Literacy of Young Chinese Children in Shanghai: A Mixed Method Study,2024,United States,168,,2,University of South Florida
2-s2.0-85159013506,"She, L.","Sunway Business School (SBS), Sunway City, Selangor, Malaysia",Using the Theory of Planned Behaviour to Explore Predictors of Financial Behaviour Among Working Adults in Malaysia,2024,Malaysia,,,1,Sunway University (assuming that 'Sunway Business School' is a part of the university)
2-s2.0-85159013506,"Rasiah, R.","Graduate School of Business, SEGi University, Petaling Jaya, Selangor, Malaysia",Using the Theory of Planned Behaviour to Explore Predictors of Financial Behaviour Among Working Adults in Malaysia,2024,Malaysia,300,,2,SEGi University
2-s2.0-85159013506,"Weissmann, M.A.","School of Business, Swinburne University of Technology Sarawak Campus, Kuching, Sarawak, Malaysia",Using the Theory of Planned Behaviour to Explore Predictors of Financial Behaviour Among Working Adults in Malaysia,2024,Malaysia,300,,3,Swinburne University of Technology
2-s2.0-85159013506,"Kaur, H.","Faculty of Business and Law, Taylor's University Malaysia, Subang Jaya, Selangor, Malaysia",Using the Theory of Planned Behaviour to Explore Predictors of Financial Behaviour Among Working Adults in Malaysia,2024,Malaysia,284,,4,Taylor's University
2-s2.0-85158871042,"Balutel, D.","York University, Toronto, ON, Canada","Bitcoin awareness, ownership and use: 2016–20",2024,Canada,353,,1,York University
2-s2.0-85158871042,"Felt, M.-H.","Université d'Orléans, Orleans, Centre-Val de Loire, France","Bitcoin awareness, ownership and use: 2016–20",2024,France,24,,2,Université d'Orléans
2-s2.0-85158871042,"Nicholls, G.","Currency Department, Banque du Canada, Ottawa, ON, Canada","Bitcoin awareness, ownership and use: 2016–20",2024,Canada,,,3,"University of Ottawa (or Carleton University) (assuming affiliation is with one of these two institutions as they are located in Ottawa, Ontario, Canada and have departments similar to the given example)"
2-s2.0-85158871042,"Voia, M.-C.","University of Waterloo, Waterloo, ON, Canada","Bitcoin awareness, ownership and use: 2016–20",2024,Canada,112,,4,University of Waterloo
2-s2.0-85153716786,"Jenkins, L.D.","School of Public and International Affairs, University of Cincinnati, Cincinnati, OH, United States",‘Band aid’ for women in the ready-made garment industry: self-help and surveillance in Bangladesh,2024,United States,691-700,,1,University of Cincinnati
2-s2.0-85153613487,"Prakash, N.","Symbiosis Institute of Business Management, Bengaluru, Bengaluru, KA, India",Investigating the Determinants of Financial Well-Being: A SEM Approach,2024,India,,,1,Symbiosis Institute of Business Management
2-s2.0-85153613487,"Hawaldar, A.","Christ University, Bengaluru, KA, India",Investigating the Determinants of Financial Well-Being: A SEM Approach,2024,India,427,,2,Christ University
2-s2.0-85153532415,"Choi, A.","Department of Public Administration, Sejong University, Seoul, South Korea",An evaluation of a digital financial education program and the impact of COVID-19 on financial well-being among college students,2024,South Korea,79,,1,Sejong University
2-s2.0-85153532415,"Stoutland, D.","Wells Fargo, San Francisco, CA, United States",An evaluation of a digital financial education program and the impact of COVID-19 on financial well-being among college students,2024,United States,,,2,NA
2-s2.0-85153532415,"Blanco, L.","School of Public Policy, Pepperdine University, Malibu, CA, United States",An evaluation of a digital financial education program and the impact of COVID-19 on financial well-being among college students,2024,United States,16,,3,Pepperdine University
2-s2.0-85153528749,"Fu, Z.","School of Public Administration, Hunan Normal University, Changsha, Hunan, China",Are rural cadre households more likely to obtain formal credit?,2024,China,,,1,Hunan Normal University
2-s2.0-85153528749,"Tao, Y.","Institute of Digital Finance, Peking University, Beijing, China",Are rural cadre households more likely to obtain formal credit?,2024,China,,,2,Peking University
2-s2.0-85153340103,"Jiang, Z.","School of Business Administration, Zhejiang Gongshang University, Hangzhou, Zhejiang, China",Disrupting the Technology Innovation Efficiency of Manufacturing Enterprises Through Digital Technology Promotion: An Evidence of 5G Technology Construction in China,2024,China,,,1,Zhejiang Gongshang University
2-s2.0-85150499918,"Edwards, T.","University of Toronto, Toronto, ON, Canada","Pushed, Dropped, or Fleeing from Care: The Narratives and Adultification of Black Youth Who Have Aged out of Ontario’s Child Welfare System",2024,Canada,21,59,1,University of Toronto
2-s2.0-85150499918,"Chowdhury, R.","Department of Social Justice Education, University of Toronto, Toronto, ON, Canada","Pushed, Dropped, or Fleeing from Care: The Narratives and Adultification of Black Youth Who Have Aged out of Ontario’s Child Welfare System",2024,Canada,21,,2,University of Toronto
2-s2.0-85150499918,"Laylor, A.","Faculty of Community Services, Toronto Metropolitan University, Toronto, ON, Canada","Pushed, Dropped, or Fleeing from Care: The Narratives and Adultification of Black Youth Who Have Aged out of Ontario’s Child Welfare System",2024,Canada,21,,3,Toronto Metropolitan University
2-s2.0-85150499446,"Giri, G.","Great Lakes Institute of Management, Chennai, Manamai, TN, India",Can blockchain enabled green bond issuance lead to intent to invest? A moderated mediation model,2024,India,,,1,Great Lakes Institute of Management
2-s2.0-85150499446,"KS, K.S.","Indian Institute of Management Kozhikode, Kozhikode, KL, India",Can blockchain enabled green bond issuance lead to intent to invest? A moderated mediation model,2024,India,,,2,Indian Institute of Management Kozhikode
2-s2.0-85150499446,"Manohar, H.L.","Department of Management Studies, College of Engineering, Guindy, Chennai, TN, India",Can blockchain enabled green bond issuance lead to intent to invest? A moderated mediation model,2024,India,,,3,Anna University (Guindy Campus)
2-s2.0-85148598915,"Djelassi, M.","Department of Finance, Université Laval, Quebec, QC, Canada",Training services and repayment performance of micro-borrowers in Tunisia,2024,Canada,=441,,1,Université Laval
2-s2.0-85147422607,"Akorede, H.","School of Management, HSE University, Moscow, Russian Federation",The Moderating Effect of Age and Debt on the Relationship Between Intellectual Capital and Firm Performance: A Developing Country Perspective,2024,Russian Federation,,,1,HSE University
2-s2.0-85146479966,"Meng, D.","School of Finance, Nanjing Audit University, Nanjing, Jiangsu, China",Digital financial capability and household consumption: evidence from China,2024,China,,,1,Nanjing Audit University
2-s2.0-85141365148,"Takmaz, S.","Department of International Trade and Business, Izmir Bakircay University, Izmir, Izmir, Turkey",Financial inclusion in Turkey: unpacking the provincial inequality and its determinants,2024,Turkey,=431,,1,Izmir Bakircay University
2-s2.0-85141365148,"Sarı, E.","Department of Public Finance, Aydin Adnan Menderes University, Aydin, Efeler, Turkey",Financial inclusion in Turkey: unpacking the provincial inequality and its determinants,2024,Turkey,=431,,2,Aydin Adnan Menderes University
2-s2.0-85141365148,"Alataş, S.","Laboratory for Climate Change Economics, HSE University, Moscow, Russian Federation",Financial inclusion in Turkey: unpacking the provincial inequality and its determinants,2024,Russian Federation,,,3,HSE University
2-s2.0-85134174234,"Andrews, B.D.","College of Education, Piedmont University, Demorest, GA, United States","The Link Between Financial Stress, Financial Precarity, and Educational Outcomes at Community Colleges",2024,United States,=441,,1,Piedmont University
2-s2.0-85134174234,"Rehr, T.","College of Education, The Ohio State University, Columbus, OH, United States","The Link Between Financial Stress, Financial Precarity, and Educational Outcomes at Community Colleges",2024,United States,=151,,2,The Ohio State University
2-s2.0-85134174234,"Regan, E.P.","Center for the Study of Student Life, The Ohio State University, Columbus, OH, United States","The Link Between Financial Stress, Financial Precarity, and Educational Outcomes at Community Colleges",2024,United States,=151,,3,The Ohio State University
2-s2.0-85133958271,"Ndlovu, V.P.","Discipline of Curriculum Studies and Educational Technology, University of KwaZulu-Natal, Durban, KwaZulu-Natal, South Africa",Secondary teachers’ experiences of enacting financial literacy/accounting in a technology-rich environment,2024,South Africa,621-630,,1,University of KwaZulu-Natal
2-s2.0-85133238873,"Kaur, G.","Punjabi University, Patiala, PB, India",Pathways to Individual Financial Well-Being: Conceptual Framework and Future Research Agenda,2024,India,427,,1,Punjabi University
2-s2.0-85131371970,"Nicholls-Nixon, C.L.","Ted Rogers School of Management, Toronto, ON, Canada",How university business incubation supports entrepreneurs in technology-based and creative industries: A comparative study,2024,Canada,,,1,Ted Rogers School of Management (University not specified in this affiliation)
2-s2.0-85129667262,"Metu, A.G.","Department of Economics, Nnamdi Azikiwe University, Awka, Anambra, Nigeria","Challenging Factors Affecting Access to Finance by Female Micro Entrepreneurs in Anambra State, Nigeria",2024,Nigeria,,,1,Nnamdi Azikiwe University
2-s2.0-85129354248,"Graña-Alvarez, R.","Departamento de Economía Financeira e Contabilidade, Universidade de Vigo, Vigo, Galicia, Spain",Financial literacy in SMEs: A systematic literature review and a framework for further inquiry,2024,Spain,901-950,,1,Universidade de Vigo
2-s2.0-85129354248,"Lopez-Valeiras, E.","Biocost Research Group, Universidade de Vigo, Vigo, Galicia, Spain",Financial literacy in SMEs: A systematic literature review and a framework for further inquiry,2024,Spain,901-950,,2,Universidade de Vigo
2-s2.0-85129354248,"González-Loureiro, M.","Departamento de Organización de Empresas y Marketing, Universidade de Vigo, Vigo, Galicia, Spain",Financial literacy in SMEs: A systematic literature review and a framework for further inquiry,2024,Spain,901-950,,3,Universidade de Vigo
2-s2.0-85129354248,"Coronado, F.","Centro de Inovação e Investigação em Ciências Empresariais e Sistemas de Informação, Felgueiras, Porto, Portugal",Financial literacy in SMEs: A systematic literature review and a framework for further inquiry,2024,Portugal,,,4,NA
2-s2.0-85121834478,"Tratt, B.","TUM School of Management, Munich, Munich, Bayern, Germany",Working capital management routines in small German craft businesses: an empirical study of the drivers of implementation,2024,Germany,,,1,TUM (Technische Universität München)
2-s2.0-85120577630,"Choudhary, S.","Jaipuria Institute of Management, Jaipur, Jaipur, RJ, India",Cognitive Biases Among Millennial Indian Investors: Do Personality and Demographic Factors Matter?,2024,India,,,1,Jaipuria Institute of Management
2-s2.0-85120577630,"Yadav, M.","O.P. Jindal Global University, Sonipat, HR, India",Cognitive Biases Among Millennial Indian Investors: Do Personality and Demographic Factors Matter?,2024,India,951-1000,,2,O.P. Jindal Global University
2-s2.0-85120577630,"Srivastava, A.P.","Symbiosis Institute of Business Management, Pune, Pune, MH, India",Cognitive Biases Among Millennial Indian Investors: Do Personality and Demographic Factors Matter?,2024,India,,,3,Symbiosis Institute of Business Management
2-s2.0-85116463656,"Asravor, R.K.","Department of Economics, Ghana Communication Technology University, Accra, Ghana",Factors influencing risk attitudes of entrepreneurs in Ghana: the role of gender,2024,Ghana,951-1000,,1,Ghana Communication Technology University
2-s2.0-85113354999,"Suresh, G.","Department of Commerce, Christ University, Bengaluru, KA, India",Impact of Financial Literacy and Behavioural Biases on Investment Decision-making,2024,India,427,,1,Christ University
2-s2.0-105020769517,"Zholayeva, M.A.","L.N. Gumilyov Eurasian National University, Astana, Kazakhstan",Nonlinear Internal Control System in Business,2024,Kazakhstan,=355,,1,L.N. Gumilyov Eurasian National University
2-s2.0-105018287456,"Magocha, M.","Department of Business Management and Economics, Walter Sisulu University, Eastern Cape, South Africa",Pitfalls weighing down the development of sustainable entrepreneurial governance culture among the South African youths: Eclectic contexts,2024,South Africa,851-900,,1,Walter Sisulu University
2-s2.0-105018287456,"Kange’the, S.M.","Department of Social Work, Walter Sisulu University, Eastern Cape, South Africa",Pitfalls weighing down the development of sustainable entrepreneurial governance culture among the South African youths: Eclectic contexts,2024,South Africa,851-900,,2,Walter Sisulu University
2-s2.0-105017981827,"Ahmad, I.","Department of Humanities and Social Sciences, Motilal Nehru National Institute of Technology Allahabad, Prayagraj, UP, India",ROLE OF BEHAVIOURAL HEURISTIC BIASES OF INDIVIDUAL INVESTORS IN INVESTMENT DECISION MAKING,2024,India,,,1,Motilal Nehru National Institute of Technology
