EID,Authors,Affiliations,Title,Year,country,affil_norm,country_norm,qs_rank_2024
2-s2.0-85142741040,"Lontchi, C.B.","Tianjin University, Tianjin, China",The Mediating Effect of Financial Literacy and the Moderating Role of Social Capital in the Relationship between Financial Inclusion and Sustainable Development in Cameroon,2022,China,tianjin university tianjin china,china,
2-s2.0-85142706580,"Chin-Hong, C.-H.","Faculty of Economics and Management, Weifang Institute of Technology, Weifang, Shandong, China",How Does Population Aging Impact Household Financial Asset Investment?,2022,China,weifang weifang shandong china,china,
2-s2.0-85142682683,"Liu, Y.","School of Management Science and Information Engineering, Jilin University of Finance and Economics, Changchun, Jilin, China",Digital Inclusive Finance and Family Wealth: Evidence from LightGBM Approach,2022,China,jilin university of finance and economics changchun jilin china,china,
2-s2.0-85142682683,"Zhao, H.","Key Laboratory of Financial Technology of Jilin Province, Changchun, Jilin, China",Digital Inclusive Finance and Family Wealth: Evidence from LightGBM Approach,2022,China,key changchun jilin china,china,
2-s2.0-85142682683,"Sun, J.","Business Big Data Research Center of Jilin Province, Changchun, China",Digital Inclusive Finance and Family Wealth: Evidence from LightGBM Approach,2022,China,business big data research changchun china,china,
2-s2.0-85142669598,"Athari, S.A.","Department of Business Administration, Uluslararası Kıbrıs Üniversitesi, Nicosia, Cyprus","Examining the Impact of Financial Literacy, Financial Self-Control, and Demographic Determinants on Individual Financial Performance and Behavior: An Insight from the Lebanese Crisis Period",2022,Cyprus,uluslararası kıbrıs üniversitesi nicosia cyprus,cyprus,
2-s2.0-85142669598,"Khalife, D.","Department of Finance, Université Antonine, Baabda, Mount Lebanon, Lebanon","Examining the Impact of Financial Literacy, Financial Self-Control, and Demographic Determinants on Individual Financial Performance and Behavior: An Insight from the Lebanese Crisis Period",2022,Lebanon,university antonine baabda mount lebanon lebanon,lebanon,
2-s2.0-85142512782,"Rolock, N.","Jack, Joseph and Morton Mandel School of Applied Social Sciences, Cleveland, OH, United States",Social Determinants of Health and Child Maltreatment Prevention: The Family Success Network Pilot,2022,United States,jack joseph and morton mandel cleveland oh united states,united states,
2-s2.0-85142512782,"Crampton, D.","College of Engineering, Columbus, OH, United States",Social Determinants of Health and Child Maltreatment Prevention: The Family Success Network Pilot,2022,United States,college of engineering columbus oh united states,united states,
2-s2.0-85142512782,"Nichols, C.B.","The Ohio Children’s Trust Fund, Columbus, OH, United States",Social Determinants of Health and Child Maltreatment Prevention: The Family Success Network Pilot,2022,United States,the ohio children’s trust fund columbus oh united states,united states,
2-s2.0-85142362236,"Furnham, A.","Handelshøyskolen BI, Oslo, Oslo, Norway","Money attitudes, financial capabilities, and impulsiveness as predictors of wealth accumulation",2022,Norway,handelshøyskolen bi oslo oslo norway,norway,
2-s2.0-85141821252,"Gedvilaite, D.","Faculty of Economics, Vilniaus Kolegija/University of Applied Sciences, Vilnius, Lithuania",Sustainability Literacy and Financial Literacy of Young People in the Baltic States,2022,Lithuania,vilniaus kolegija/university of applied sciences vilnius lithuania,lithuania,
2-s2.0-85141821252,"Gudaitis, T.","VIlniaus Universiteto Verslo Mokykla, Vilnius, Vilnius, Lithuania",Sustainability Literacy and Financial Literacy of Young People in the Baltic States,2022,Lithuania,vilniaus universiteto verslo mokykla vilnius vilnius lithuania,lithuania,
2-s2.0-85141563508,"Kollmann, S.","Department of Psychology, Deutsche Hochschule für Gesundheit & Sport, Munich, Bayern, Germany",Financial Literacy of Adults in Germany FILSA Study Results,2022,Germany,deutsche hochschule für gesundheit and sport munich bayern germany,germany,
2-s2.0-85141552718,"Leung, A.Y.M.","School of Nursing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",Understanding the role of financial health literacy in midlife and old age: A scoping review,2022,Hong Kong,the hong kong polytechnic university hong kong hong kong hong kong,hong kong,
2-s2.0-85141552718,"Parial, L.L.B.","School of Nursing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",Understanding the role of financial health literacy in midlife and old age: A scoping review,2022,Hong Kong,the hong kong polytechnic university hong kong hong kong hong kong,hong kong,
2-s2.0-85141552718,"Szeto, S.S.","Research Institute for Smart Ageing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",Understanding the role of financial health literacy in midlife and old age: A scoping review,2022,Hong Kong,research the hong kong polytechnic university hong kong hong kong hong kong,hong kong,
2-s2.0-85141098335,"Chen, P.M.","Department of Population and Data Sciences, UT Southwestern Medical Center, Dallas, TX, United States",Falling Short: Examining Medical Debt and Cost Avoidance in American Indian and Alaska Native Households,2022,United States,ut southwestern medical dallas tx united states,united states,
2-s2.0-85140295431,"Navajas-Ahumada, C.","National Bureau of Economic Research, Cambridge, MA, United States",Trust and saving in financial institutions by the poor,2022,United States,national bureau of economic research cambridge ma united states,united states,
2-s2.0-85139291882,"Frederika, R.","Plan International Indonesia, South Jakarta, Indonesia","Family financial planning for disaster preparedness: A case study of North Semarang, Indonesia",2022,Indonesia,plan international indonesia south jakarta indonesia,indonesia,
2-s2.0-85138804039,"Cupák, A.","National Bank of Slovakia, Bratislava, Slovakia",Investor confidence and high financial literacy jointly shape investments in risky assets,2022,Slovakia,national bank of slovakia bratislava slovakia,slovakia,
2-s2.0-85138804039,"Hsu, J.W.","Oesterreichische Nationalbank, Vienna, Vienna, Austria",Investor confidence and high financial literacy jointly shape investments in risky assets,2022,Austria,oesterreichische nationalbank vienna vienna austria,austria,
2-s2.0-85138765451,"Meunier, L.","ESSCA School of Management, Angers, Pays-de-la-Loire, France",Misconceptions about socially responsible investments,2022,France,essca angers pays de la loire france,france,
2-s2.0-85138765451,"Ohadi, S.","Odonatech, Grenoble, France",Misconceptions about socially responsible investments,2022,France,odonatech grenoble france,france,
2-s2.0-85137824608,"Kushardanto, H.","Rare Indonesia, Kota Bogor, West Java, Indonesia",Household finances and trust are key determinants of benefits from small-scale fisheries co-management,2022,Indonesia,rare indonesia kota bogor west java indonesia,indonesia,
2-s2.0-85137824608,"Jakub, R.","Rare Southeast Sulawesi, Kota Kendari, Indonesia",Household finances and trust are key determinants of benefits from small-scale fisheries co-management,2022,Indonesia,rare southeast sulawesi kota kendari indonesia,indonesia,
2-s2.0-85137824608,"Subarno, T.","Faculty of Fisheries and Marine Study, Kota Kendari, Indonesia",Household finances and trust are key determinants of benefits from small-scale fisheries co-management,2022,Indonesia,kota kendari indonesia,indonesia,
2-s2.0-85137824608,"Ansyori, A.I.","Marine and Fisheries Office of Southeast Sulawesi Province, Kota Kendari, Indonesia",Household finances and trust are key determinants of benefits from small-scale fisheries co-management,2022,Indonesia,marine and fisheries office of southeast sulawesi province kota kendari indonesia,indonesia,
2-s2.0-85137824608,"Sara, L.","Rare, Arlington, VA, United States",Household finances and trust are key determinants of benefits from small-scale fisheries co-management,2022,United States,rare arlington va united states,united states,
2-s2.0-85133678114,"Fan, L.","Department of Financial Planning, College of Family & Consumer Sciences, Athens, GA, United States","Financial Capability, Financial Education, and Student Loan Debt: Expected and Unexpected Results",2022,United States,college of family and consumer sciences athens ga united states,united states,
2-s2.0-85131194092,"Fraysier, K.","Grandis Evaluation Center, Asheville, NC, United States",The role of high school student engagement in postsecondary enrollment,2022,United States,grandis evaluation asheville nc united states,united states,
2-s2.0-85126957144,"Carlsson Hauff, J.","Handelshögskolan, Gothenburg, Vastra Gotaland, Sweden",The impact of knowledge on labeling schemes promoting sustainable investing,2022,Sweden,handelshögskolan gothenburg vastra gotaland sweden,sweden,
2-s2.0-85141740547,"Elayaraja, M.S.","Department of Humanities and Social Sciences, Indian Institute of Technology Madras, Chennai, TN, India",Outreach of Formal Banking Services and Financial Inclusion- Evidence from Indian States,2022,India,indian chennai tn india,india,
2-s2.0-85141740547,"Babu, M.","Department of Management Studies, Indian Institute of Technology Madras, Chennai, TN, India",Outreach of Formal Banking Services and Financial Inclusion- Evidence from Indian States,2022,India,indian chennai tn india,india,
2-s2.0-85145562961,"Qin, M.","Department of Computing, Xi'an Jiaotong-Liverpool University, Suzhou, Jiangsu, China",Cyber-attacks on SWIFT Systems of financial institutions,2022,China,xi'an jiaotong liverpool university suzhou jiangsu china,china,
2-s2.0-85141406996,"Cheng, J.","Research Institute of Foreign Languages, Beijing Foreign Studies University, Beijing, Beijing, China",Mapping the knowledge domain of financial decision making: A scientometric and bibliometric study,2022,China,research beijing foreign studies university beijing beijing china,china,
2-s2.0-85141406996,"Zhang, Z.","School of Foreign Languages, Guizhou Education University, Guiyang, Guizhou, China",Mapping the knowledge domain of financial decision making: A scientometric and bibliometric study,2022,China,guizhou education university guiyang guizhou china,china,
2-s2.0-85115002301,"Seligman, J.S.","Investment Company Institute, USA, Washington, D.C., United States","Trust, financial literacy, and financial market participation",2022,United States,investment company usa washington dc united states,united states,
2-s2.0-85194283694,"Ponchio, M.C.","Fundacao Getulio Vargas, Rio de Janeiro, RJ, Brazil",PERCEIVED FINANCIAL WELL-BEING AS ANTECEDENT OF PSYCHOLOGICAL WELL-BEING: EVIDENCE FROM BRAZIL; BEM-ESTAR FINANCEIRO PERCEBIDO COMO ANTECEDENTES DO BEM-ESTAR PSICOLÓGICO: EVIDÊNCIAS DO BRASIL,2022,Brazil,fundacao getulio vargas rio de janeiro rj brazil,brazil,
2-s2.0-85194283694,"Rohden, S.F.","Instituto Português de Administração de Marketing, Porto, Porto, Portugal",PERCEIVED FINANCIAL WELL-BEING AS ANTECEDENT OF PSYCHOLOGICAL WELL-BEING: EVIDENCE FROM BRAZIL; BEM-ESTAR FINANCEIRO PERCEBIDO COMO ANTECEDENTES DO BEM-ESTAR PSICOLÓGICO: EVIDÊNCIAS DO BRASIL,2022,Portugal,instituto português de administração de marketing porto porto portugal,portugal,
2-s2.0-85194283694,"Mette, F.M.B.","Higher School of Advertising and Marketing, ESPM, Sao Paulo, SP, Brazil",PERCEIVED FINANCIAL WELL-BEING AS ANTECEDENT OF PSYCHOLOGICAL WELL-BEING: EVIDENCE FROM BRAZIL; BEM-ESTAR FINANCEIRO PERCEBIDO COMO ANTECEDENTES DO BEM-ESTAR PSICOLÓGICO: EVIDÊNCIAS DO BRASIL,2022,Brazil,higher espm sao paulo sp brazil,brazil,
2-s2.0-85143054111,"Nag, A.K.","Department of Commerce, Bhopal School of Social Sciences, Bhopal, MP, India",An Empirical Study on the Impact of Gen Z Investors’ Financial Literacy to Invest in the Indian Stock Market,2022,India,bhopal bhopal mp india,india,
2-s2.0-85143054111,"Shah, J.","Assumption University, Bangkok, Bangkok, Thailand",An Empirical Study on the Impact of Gen Z Investors’ Financial Literacy to Invest in the Indian Stock Market,2022,Thailand,assumption university bangkok bangkok thailand,thailand,
2-s2.0-85142611065,"D'Angelo, S.","Gender Equality & Social Inclusion, ODI, Dominican Republic",Building resilience now and for the future: Adolescent skills to address global challenges,2022,Dominican Republic,gender equality and social inclusion odi dominican republic,dominican republic,
2-s2.0-85142068046,"Mohanty, B.","IPS College of Technical Education, Jaipur, India","Moderating Role of Personality in Relationship to Financial Attitude, Financial Behaviour, Financial Knowledge and Financial Capability",2022,India,ips college of technical education jaipur india,india,
2-s2.0-85142068046,"Lahiri, M.M.","Compucom Institute of Technology and Management, Jaipur, RJ, India","Moderating Role of Personality in Relationship to Financial Attitude, Financial Behaviour, Financial Knowledge and Financial Capability",2022,India,compucom jaipur rj india,india,
2-s2.0-85141323979,"Kozina, F.L.","Univerza v Ljubljani, Ljubljana, Slovenia",Integrating the Contents of Financial Literacy in the Teaching Process: Teachers' Perspectives,2022,Slovenia,univerza v ljubljani ljubljana slovenia,slovenia,
2-s2.0-85140824980,"Hu, C.","Department of Management, United International College, Zhuhai, Guangdong, China",Effective Crisis Management during Adversity: Organizing Resilience Capabilities of Firms and Sustainable Performance during COVID-19,2022,China,zhuhai guangdong china,china,
2-s2.0-85140824980,"Su, Z.","Department of Economics, The University of Hong Kong, Hong Kong, Hong Kong",Effective Crisis Management during Adversity: Organizing Resilience Capabilities of Firms and Sustainable Performance during COVID-19,2022,Hong Kong,the university of hong kong hong kong hong kong,hong kong,
2-s2.0-85140824980,"Xi, C.","Financial Risk Management Program, UConn School of Business, Storrs, CT, United States",Effective Crisis Management during Adversity: Organizing Resilience Capabilities of Firms and Sustainable Performance during COVID-19,2022,United States,financial risk management program uconn storrs ct united states,united states,
2-s2.0-85140727481,"Elshaer, I.A.","Faculty of Commerce, Qena, Qena, Egypt",Determinants of Investment Awareness: A Moderating Structural Equation Modeling-Based Model in the Saudi Arabian Context,2022,Egypt,qena qena egypt,egypt,
2-s2.0-85140626004,"Murugesan, T.K.","Kristu Jayanti College, Bengaluru, KA, India",Developing and Validating Constructs: A Pragmatic Measurement of Financial Inclusion as a Tool for Sustainable Growth,2022,India,kristu jayanti college bengaluru ka india,india,
2-s2.0-85140623378,"Pong, H.-K.","Department of Business Management, Technological and Higher Education Institute of Hong Kong, Hong Kong, Hong Kong",Money Attitude and Spiritual Well-Being,2022,Hong Kong,technological and higher education hong kong hong kong,hong kong,
2-s2.0-85140609772,"Zhang, L.","Economics and Management School, Wuhan University, Wuhan, Hubei, China",Can Bank Competition Promote the Export of Small and Micro Enterprises—Based on the Perspective of Offering Fuel in Snowy Weather,2022,China,economics and management wuhan university wuhan hubei china,china,
2-s2.0-85139911665,"Thangiah, N.","Corporate Communication Unit, Kementerian Kesihatan Malaysia, Putrajaya, Malaysia",Exploring the Relationships of Financial Literacy and Financial Behaviour with Health-Related Quality of Life (HRQOL) among the Low-Income Working Population in Malaysia during the COVID-19 Pandemic,2022,Malaysia,corporate communication kementerian kesihatan malaysia putrajaya malaysia,malaysia,
2-s2.0-85139779592,"Namirembe, R.","International Center for Child Health and Development, Masaka, Uganda",A Multilevel Integrated Intervention to Reduce the Impact of HIV Stigma on HIV Treatment Outcomes Among Adolescents Living With HIV in Uganda: Protocol for a Randomized Controlled Trial,2022,Uganda,international masaka uganda,uganda,
2-s2.0-85139779592,"Neilands, T.","Mildmay Uganda, Kampala, Uganda",A Multilevel Integrated Intervention to Reduce the Impact of HIV Stigma on HIV Treatment Outcomes Among Adolescents Living With HIV in Uganda: Protocol for a Randomized Controlled Trial,2022,Uganda,mildmay uganda kampala uganda,uganda,
2-s2.0-85139779592,"Tozan, Y.","Reach the Youth Uganda, Kampala, Uganda",A Multilevel Integrated Intervention to Reduce the Impact of HIV Stigma on HIV Treatment Outcomes Among Adolescents Living With HIV in Uganda: Protocol for a Randomized Controlled Trial,2022,Uganda,reach the youth uganda kampala uganda,uganda,
2-s2.0-85139777336,"Chen, F.","School of International Trade and Economics, University of International Business and Economics, Beijing, China",The Roles of FinTech with Perceived Mediators in Consumer Financial Satisfaction with Cashless Payments,2022,China,university of international business and economics beijing china,china,
2-s2.0-85138535815,"Clune, T.","La Trobe Business School, Melbourne, VIC, Australia","Very good farmers, not particularly good business-people: A rural financial counsellor perspective on rural business failure",2022,Australia,la trobe business melbourne vic australia,australia,
2-s2.0-85137730700,"Lee, J.","Fount Investment, Seoul, South Korea",Credit supply and household long-term well-being: Evidence from banking deregulation,2022,South Korea,fount investment seoul south korea,south korea,
2-s2.0-85136399268,"Wang, K.","Hebei University of Engineering, Handan, Hebei, China",THE INFLUENCE OF FINANCIAL KNOWLEDGE ON FINANCIAL BEHAVIOR OF RURAL BREADWINNERS: THE MEDIATING EFFECT OF VALUE PERCEPTION,2022,China,hebei university of engineering handan hebei china,china,
2-s2.0-85136399268,"Lim, T.S.","Department of Management, Handan Polytechnic College, Handan, Hebei, China",THE INFLUENCE OF FINANCIAL KNOWLEDGE ON FINANCIAL BEHAVIOR OF RURAL BREADWINNERS: THE MEDIATING EFFECT OF VALUE PERCEPTION,2022,China,handan polytechnic college handan hebei china,china,
2-s2.0-85135528333,"D'Angelo, S.","Consultant, ODI, Dominican Republic",Teaching and learning for life skills development: Insights from Rwanda’s 12+ programme for adolescent girls: Special Issue Youth & Adolescent Skills Development: Preparing young people for diverse global challenges,2022,Dominican Republic,consultant odi dominican republic,dominican republic,
2-s2.0-85135528333,"Marcus, R.","Gender Equality and Social Inclusion, ODI, United Kingdom",Teaching and learning for life skills development: Insights from Rwanda’s 12+ programme for adolescent girls: Special Issue Youth & Adolescent Skills Development: Preparing young people for diverse global challenges,2022,United Kingdom,gender equality and social inclusion odi united kingdom,united kingdom,
2-s2.0-85135528333,"Ngabonzima, E.","Performance Analysis Associate, One Acre Fund, Kigali, Kigali, Rwanda",Teaching and learning for life skills development: Insights from Rwanda’s 12+ programme for adolescent girls: Special Issue Youth & Adolescent Skills Development: Preparing young people for diverse global challenges,2022,Rwanda,performance analysis associate one acre fund kigali kigali rwanda,rwanda,
2-s2.0-85133509907,"Jonker, N.","Market Infrastructures and Payments Division, De Nederlandsche Bank, Amsterdam, Netherlands","The interplay of financial education, financial inclusion and financial stability and the role of Big Tech",2022,Netherlands,market infrastructures and payments de nederlandsche bank amsterdam netherlands,netherlands,
2-s2.0-85133509907,"Kosse, A.","Banque du Canada, Ottawa, ON, Canada","The interplay of financial education, financial inclusion and financial stability and the role of Big Tech",2022,Canada,banque du canada ottawa on canada,canada,
2-s2.0-85132249582,"Mousseuknadji Kouladoum, J.-C.","Department of Economics, University of Moundou, Moundou, Chad",Digital technologies and financial inclusion in Sub-Saharan Africa,2022,Chad,university of moundou moundou chad,chad,
2-s2.0-85132249582,"Wirajing, M.A.K.","University of Dschang, Dschang, Cameroon",Digital technologies and financial inclusion in Sub-Saharan Africa,2022,Cameroon,university of dschang dschang cameroon,cameroon,
2-s2.0-85132249582,"Nchofoung, T.N.","University of Dschang, Dschang, Cameroon",Digital technologies and financial inclusion in Sub-Saharan Africa,2022,Cameroon,university of dschang dschang cameroon,cameroon,
2-s2.0-85139221199,"Kuzma, I.","Psychology and Inclusive Education, Ternopil Regional Municipal Institute of Postgraduate Pedagogical Education, Ternopil, Ukraine",FORMATION OF FINANCIAL LITERACY IN PRIMARY SCHOOL STUDENTS,2022,Ukraine,psychology and inclusive education ternopil regional municipal ternopil ukraine,ukraine,
2-s2.0-85139221199,"Chaikovska, H.","Ternopil Volodymyr Hnatiuk National Pedagogical University, Ternopil, Ternopil Oblast, Ukraine",FORMATION OF FINANCIAL LITERACY IN PRIMARY SCHOOL STUDENTS,2022,Ukraine,ternopil volodymyr hnatiuk national pedagogical university ternopil ternopil oblast ukraine,ukraine,
2-s2.0-85138101975,"Kalmi, P.","Vaasan Yliopisto, Vaasa, Ostrobothnia, Finland",Banks and credit unions as providers of financial literacy: A complex relationship,2022,Finland,vaasan yliopisto vaasa ostrobothnia finland,finland,
2-s2.0-85139515084,"Weixiang, S.","School of Business, Taipa, Macao",An empirical assessment of financial literacy and behavioral biases on investment decision: Fresh evidence from small investor perception,2022,Macao,taipa macao,macao,
2-s2.0-85139515084,"Wang, W.","Department of Finance, Nanjing Agricultural University, Nanjing, Jiangsu, China",An empirical assessment of financial literacy and behavioral biases on investment decision: Fresh evidence from small investor perception,2022,China,nanjing agricultural university nanjing jiangsu china,china,
2-s2.0-85139515084,"Kler, R.","Department of Commerce, Motilal Nehru College, New Delhi, India",An empirical assessment of financial literacy and behavioral biases on investment decision: Fresh evidence from small investor perception,2022,India,motilal nehru college new delhi india,india,
2-s2.0-85139203882,"Yun, X.","Department of Public Security, Shanxi Police College, Taiyun, Shanxi, China","The Nexus between sustainability of business model innovation, financial knowledge, and environment: A developing economy perspective",2022,China,shanxi police college taiyun shanxi china,china,
2-s2.0-85139203882,"Zhang, J.","School of Mechanics and Architecture Engineering, China University of Mining & Technology, Beijing, Beijing, China","The Nexus between sustainability of business model innovation, financial knowledge, and environment: A developing economy perspective",2022,China,china university of mining and technology beijing beijing china,china,
2-s2.0-85139203882,"Ali, A.","Guizhou University of Commerce, Guiyang, Guizhou, China","The Nexus between sustainability of business model innovation, financial knowledge, and environment: A developing economy perspective",2022,China,guizhou university of commerce guiyang guizhou china,china,
2-s2.0-85136518537,"Le Fur, E.","INSEEC Grande Ecole, Bordeaux, Nouvelle-Aquitaine, France","Financial literacy, education and risk aversion: a survey of French students",2022,France,inseec grande ecole bordeaux nouvelle aquitaine france,france,
2-s2.0-85136518537,"Outreville, J.-F.","Burgundy School of Business, Dijon, Bourgogne-Franche-Comte, France","Financial literacy, education and risk aversion: a survey of French students",2022,France,burgundy dijon bourgogne franche comte france,france,
2-s2.0-85130894233,"Rojahn, J.","isf Institute for Strategic Finance, FOM Hochschule für Oekonomie & Management gemeinnützige Gesellschaft mbH, Essen, Nordrhein-Westfalen, Germany",The influence of financial literacy on financial resilience – New evidence from Europe during the COVID-19 crisis,2022,Germany,isf fom hochschule für oekonomie and management gemeinnützige gesellschaft mbh essen nordrhein westfalen germany,germany,
2-s2.0-85127260559,"Mirzaei, M.","Department of Logistics, German University of Technology in Oman, Muscat, Muscat, Oman",First results on financial literacy in Oman,2022,Oman,german university of technology in oman muscat muscat oman,oman,
2-s2.0-85126769141,"Singh, K.N.","Indian Institute of Corporate Affairs, Gurugram, India","An empirical analysis on household financial vulnerability in India: exploring the role of financial knowledge, impulsivity and money management skills",2022,India,indian gurugram india,india,
2-s2.0-85124464778,Anshika,"Punjab Engineering College (Deemed to be University), Chandigarh, India",Financial literacy of entrepreneurs: a systematic review,2022,India,punjab engineering college (deemed to be university) chandigarh india,india,
2-s2.0-85119502414,"Santos, E.M.M.","Polytechnic Institute of Leiria, Leiria, Leiria, Portugal",The profile of the Portuguese regarding the perception of financial literacy,2022,Portugal,polytechnic leiria leiria portugal,portugal,
2-s2.0-85119502414,"Tavares, V.C.","ISEG Lisbon School of Economics and Management, Lisbon, Lisbon, Portugal",The profile of the Portuguese regarding the perception of financial literacy,2022,Portugal,iseg lisbon lisbon lisbon portugal,portugal,
2-s2.0-85119502414,"Tavares, F.O.","Instituto Superior de Ciências Empresariais e do Turismo, Porto, Porto, Portugal",The profile of the Portuguese regarding the perception of financial literacy,2022,Portugal,instituto superior de ciências empresariais e do turismo porto porto portugal,portugal,
2-s2.0-85118999300,"Chua, S.M.","Graduate School of Business, Minden, Penang, Malaysia",What drives working adults to be better prepared for their retirements?,2022,Malaysia,graduate minden penang malaysia,malaysia,
2-s2.0-85108002191,"Liao, Y.","Wuhan University of Science and Technology, Wuhan, Hubei, China",Cultivating Self-Control in FinTech: Evidence from a Field Experiment on Online Consumer Borrowing,2022,China,wuhan university of science and technology wuhan hubei china,china,
2-s2.0-85146681823,"Kiaei, M.","Student Research Committee, Qazvin University of Medical Sciences, Qazvin, Iran",Assessing Mediating Role of Financial Satisfaction in the Relationship of Financial Literacy With Quality of Life in Retired Older Adults; بررسی نقش میانجیگری رضایت مالی در ارتباط بین سواد مالی و کیفیت زندگی در سالمندانبازنشسته شهر قزوین,2022,Iran,student research committee qazvin university of medical sciences qazvin iran,iran,
2-s2.0-85146681823,"Mohammadi, F.","Research Institute for Prevention of Non-Communicable Diseases, Qazvin University of Medical Sciences, Qazvin, Iran",Assessing Mediating Role of Financial Satisfaction in the Relationship of Financial Literacy With Quality of Life in Retired Older Adults; بررسی نقش میانجیگری رضایت مالی در ارتباط بین سواد مالی و کیفیت زندگی در سالمندانبازنشسته شهر قزوین,2022,Iran,research qazvin university of medical sciences qazvin iran,iran,
2-s2.0-85146681823,"Hosseinkhani, Z.","Metabolic Diseases Research Center, Qazvin University of Medical Sciences, Qazvin, Iran",Assessing Mediating Role of Financial Satisfaction in the Relationship of Financial Literacy With Quality of Life in Retired Older Adults; بررسی نقش میانجیگری رضایت مالی در ارتباط بین سواد مالی و کیفیت زندگی در سالمندانبازنشسته شهر قزوین,2022,Iran,metabolic diseases research qazvin university of medical sciences qazvin iran,iran,
2-s2.0-85139756360,"Mohamadi Turkmani, E.M.","Department of Sport Management, University of Tehran, Tehran, Tehran, Iran",Elite athletes’ lifestyles: Consumerism to professionalism,2022,Iran,university of tehran tehran tehran iran,iran,
2-s2.0-85139756360,"Jafarloo, H.R.S.","Jahrom University, Jahrom, Fars, Iran",Elite athletes’ lifestyles: Consumerism to professionalism,2022,Iran,jahrom university jahrom fars iran,iran,
2-s2.0-85138824917,"Louman, B.","Tropenbos International, Wageningen, Netherlands",Access to Landscape Finance for Small-Scale Producers and Local Communities: A Literature Review,2022,Netherlands,tropenbos international wageningen netherlands,netherlands,
2-s2.0-85138824917,"Girolami, E.D.","EcoAgriculture Partners, Oakton, VA, United States",Access to Landscape Finance for Small-Scale Producers and Local Communities: A Literature Review,2022,United States,ecoagriculture partners oakton va united states,united states,
2-s2.0-85138824917,"Shames, S.","Center for International Forestry Research, West Java, Bogor, West Java, Indonesia",Access to Landscape Finance for Small-Scale Producers and Local Communities: A Literature Review,2022,Indonesia,west java bogor west java indonesia,indonesia,
2-s2.0-85138618264,"Voskovskaya, A.S.","Department of English Language for Professional Communication, Financial University under the Government of the Russian Federation, Moscow, Russian Federation",The Risk Management System as an Enhancement Factor for Investment Attractiveness of Russian Enterprises,2022,Russian Federation,financial university under the government of the russian federation moscow russian federation,russian federation,
2-s2.0-85138618264,"Karpova, T.A.","Department of Tourism and Hotel Business, Financial University under the Government of the Russian Federation, Moscow, Russian Federation",The Risk Management System as an Enhancement Factor for Investment Attractiveness of Russian Enterprises,2022,Russian Federation,financial university under the government of the russian federation moscow russian federation,russian federation,
2-s2.0-85138618264,"Tantsura, T.A.","Department of Accounting, Russian State Agrarian University - Moscow Timiryazev Agricultural Academy, Moscow, Moscow Oblast, Russian Federation",The Risk Management System as an Enhancement Factor for Investment Attractiveness of Russian Enterprises,2022,Russian Federation,russian state agrarian university  moscow timiryazev agricultural academy moscow moscow oblast russian federation,russian federation,
2-s2.0-85138618264,"Shirokih, A.Y.","Department of World Economy and International Business, Financial University under the Government of the Russian Federation, Moscow, Russian Federation",The Risk Management System as an Enhancement Factor for Investment Attractiveness of Russian Enterprises,2022,Russian Federation,financial university under the government of the russian federation moscow russian federation,russian federation,
2-s2.0-85138181970,"He, Y.","Faculty member, Guangdong University of Finance, Guangzhou, Guangdong, China",Financial Literacy: The Case of China,2022,China,guangdong university of finance guangzhou guangdong china,china,
2-s2.0-85137916085,"Thanki, H.","Department of Management, Shri Jairambhai Patel Institute of Business Management and Computer Applications, Gandhinagar, India",Role of Gender in Predicting Determinant of Financial Risk Tolerance,2022,India,shri jairambhai patel gandhinagar india,india,
2-s2.0-85137916085,"Sapovadia, V.","Independent Researcher, Vernal, UT, United States",Role of Gender in Predicting Determinant of Financial Risk Tolerance,2022,United States,independent researcher vernal ut united states,united states,
2-s2.0-85137916085,"Oza, A.D.","Department of Computer Science and Engineering, Institute of Advanced Research, Gandhinagar, GJ, India",Role of Gender in Predicting Determinant of Financial Risk Tolerance,2022,India,gandhinagar gj india,india,
2-s2.0-85137916085,"Burduhos-Nergis, D.D.","Faculty of Materials Science and Engineering, Universitatea Tehnica Gh. Asachi din IasI, Iasi, Iasi, Romania",Role of Gender in Predicting Determinant of Financial Risk Tolerance,2022,Romania,universityea tehnica gh asachi din iasi iasi iasi romania,romania,
2-s2.0-85137870347,"Alshebami, A.S.","UKM-Graduate School of Business, Bangi, Selangor, Malaysia","Entrepreneurial Competency, Financial Literacy, and Sustainable Performance—Examining the Mediating Role of Entrepreneurial Resilience among Saudi Entrepreneurs",2022,Malaysia,ukm graduate bangi selangor malaysia,malaysia,
2-s2.0-85137859115,"Pandey, A.","School of Humanities and Social Sciences, Thapar Institute of Engineering & Technology, Patiala, PB, India","Investigating the Impact of Financial Inclusion Drivers, Financial Literacy and Financial Initiatives in Fostering Sustainable Growth in North India",2022,India,thapar patiala pb india,india,
2-s2.0-85137110883,"Saba, I.","Institute of Business Administration Karachi, Karachi, Sindh, Pakistan",Fintech in islamic finance literature: A review,2022,Pakistan,karachi sindh pakistan,pakistan,
