2026-02-05 18:47:12,784 - INFO - Loading CSV from output_with_qs_match.csv
2026-02-05 18:47:12,841 - INFO - Processing 19706 authors starting from row 0
2026-02-05 19:26:16,936 - ERROR - Error searching for title 'Experiences, Challenges, and Initiatives on Water Resource Management of a Small Island Community: The Case of Basco, Batanes, Philippines': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AExperiences%2C+Challenges%2C+and+Initiatives+on+Water+Resource+Management+of+a+Small+Island+Community%3A+The+Case+of+Basco%2C+Batanes%2C+Philippines&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:16,936 - INFO - Row 8486/19706: Searching for Prokofeva, Y.A.
2026-02-05 19:26:17,171 - INFO - Row 8487/19706: Searching for Li, L.
2026-02-05 19:26:17,395 - INFO - Row 8488/19706: Searching for Canatan, E.C.
2026-02-05 19:26:17,635 - INFO - Row 8489/19706: Searching for Toker, A.
2026-02-05 19:26:17,853 - INFO - Row 8490/19706: Searching for Wu, S.-J.
2026-02-05 19:26:18,113 - INFO - Row 8491/19706: Searching for Wei, D.-Y.
2026-02-05 19:26:18,568 - INFO - Row 8492/19706: Searching for Zhang, Y.-M.
2026-02-05 19:26:18,874 - INFO - Row 8493/19706: Searching for Han, J.
2026-02-05 19:26:19,101 - INFO - Row 8494/19706: Searching for Boulhaga, M.
2026-02-05 19:26:19,489 - INFO - Row 8495/19706: Searching for Elbardan, H.
2026-02-05 19:26:19,709 - INFO - Row 8496/19706: Searching for Zaatout, M.
2026-02-05 19:26:20,102 - INFO - Row 8497/19706: Searching for Loh, Y.X.
2026-02-05 19:26:20,345 - INFO - Row 8498/19706: Searching for Binti Huspin, S.H.
2026-02-05 19:26:20,585 - INFO - Row 8499/19706: Searching for Ramkrishna, V.M.
2026-02-05 19:26:21,024 - INFO - Row 8500/19706: Searching for Loganathan, V.
2026-02-05 19:26:21,409 - INFO - Checkpoint: Saved progress at row 8500
2026-02-05 19:26:21,409 - INFO - Row 8501/19706: Searching for Manimekalai, K.
2026-02-05 19:26:21,656 - INFO - Row 8502/19706: Searching for Satheeshkumar, T.
2026-02-05 19:26:21,886 - INFO - Row 8503/19706: Searching for Manokaran, G.
2026-02-05 19:26:22,111 - INFO - Row 8504/19706: Searching for Sorrenti, G.
2026-02-05 19:26:22,378 - INFO - Row 8505/19706: Searching for Yong, W.K.
2026-02-05 19:26:22,644 - ERROR - Error searching for title 'Unveiling Gender Dynamics: Examining Gender Moderation Effects on the Relationship of Subjective Norms, Attitude, and Intention Towards E-Wallet Adoption in Tajikistan': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AUnveiling+Gender+Dynamics%3A+Examining+Gender+Moderation+Effects+on+the+Relationship+of+Subjective+Norms%2C+Attitude%2C+and+Intention+Towards+E-Wallet+Adoption+in+Tajikistan&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:22,645 - INFO - Row 8506/19706: Searching for Wong, S.F.
2026-02-05 19:26:22,874 - ERROR - Error searching for title 'Unveiling Gender Dynamics: Examining Gender Moderation Effects on the Relationship of Subjective Norms, Attitude, and Intention Towards E-Wallet Adoption in Tajikistan': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AUnveiling+Gender+Dynamics%3A+Examining+Gender+Moderation+Effects+on+the+Relationship+of+Subjective+Norms%2C+Attitude%2C+and+Intention+Towards+E-Wallet+Adoption+in+Tajikistan&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:22,875 - INFO - Row 8507/19706: Searching for Mahmud, M.M.
2026-02-05 19:26:23,095 - ERROR - Error searching for title 'Unveiling Gender Dynamics: Examining Gender Moderation Effects on the Relationship of Subjective Norms, Attitude, and Intention Towards E-Wallet Adoption in Tajikistan': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AUnveiling+Gender+Dynamics%3A+Examining+Gender+Moderation+Effects+on+the+Relationship+of+Subjective+Norms%2C+Attitude%2C+and+Intention+Towards+E-Wallet+Adoption+in+Tajikistan&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:23,096 - INFO - Row 8508/19706: Searching for Jagannathan, S.K.
2026-02-05 19:26:23,333 - INFO - Row 8509/19706: Searching for Irfanuddin, C.M.
2026-02-05 19:26:23,568 - INFO - Row 8510/19706: Searching for Shafin, W.I.
2026-02-05 19:26:23,819 - INFO - Row 8511/19706: Searching for Ahmed, K.
2026-02-05 19:26:24,055 - INFO - Row 8512/19706: Searching for Antonio, I.C.
2026-02-05 19:26:24,711 - INFO - Row 8513/19706: Searching for Magante, M.C.
2026-02-05 19:26:25,018 - INFO - Row 8514/19706: Searching for Altin, M.A.
2026-02-05 19:26:25,218 - ERROR - Error searching for title 'Home Improvement: The Intersection of Functionality, Economics, and Aesthetics': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AHome+Improvement%3A+The+Intersection+of+Functionality%2C+Economics%2C+and+Aesthetics&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:25,220 - INFO - Row 8515/19706: Searching for Jali, N.P.
2026-02-05 19:26:25,457 - INFO - Row 8516/19706: Searching for Nyide, C.J.
2026-02-05 19:26:25,681 - INFO - Row 8517/19706: Searching for Patel, M.
2026-02-05 19:26:26,247 - INFO - Row 8518/19706: Searching for Jariwala, K.
2026-02-05 19:26:26,490 - INFO - Row 8519/19706: Searching for Moray, R.
2026-02-05 19:26:26,746 - INFO - Row 8520/19706: Searching for McPhee, S.-L.
2026-02-05 19:26:26,975 - INFO - Row 8521/19706: Searching for Pugh, V.-M.
2026-02-05 19:26:27,219 - INFO - Row 8522/19706: Searching for Butler, N.
2026-02-05 19:26:27,464 - INFO - Row 8523/19706: Searching for Manshor, N.
2026-02-05 19:26:27,681 - INFO - Row 8524/19706: Searching for Wang, J.
2026-02-05 19:26:27,918 - INFO - Row 8525/19706: Searching for Bhupal Naik, D.S.B.
2026-02-05 19:26:28,152 - INFO - Row 8526/19706: Searching for Pangavhane, P.
2026-02-05 19:26:28,407 - INFO - Row 8527/19706: Searching for Irma, B.S.
2026-02-05 19:26:28,661 - INFO - Row 8528/19706: Searching for Rani, S.
2026-02-05 19:26:28,897 - INFO - Row 8529/19706: Searching for Antoni, X.
2026-02-05 19:26:29,107 - INFO - Row 8530/19706: Searching for Mitchell, O.S.
2026-02-05 19:26:29,331 - INFO - Row 8531/19706: Searching for Lusardi, A.
2026-02-05 19:26:29,581 - INFO - Row 8532/19706: Searching for Gao, W.
2026-02-05 19:26:29,823 - INFO - Row 8533/19706: Searching for Zhang, L.
2026-02-05 19:26:30,062 - INFO - Row 8534/19706: Searching for Cao, Q.
2026-02-05 19:26:30,312 - INFO - Row 8535/19706: Searching for Li, X.
2026-02-05 19:26:30,559 - INFO - Row 8536/19706: Searching for Hu, Y.
2026-02-05 19:26:30,793 - INFO - Row 8537/19706: Searching for Jia, J.
2026-02-05 19:26:31,164 - INFO - Row 8538/19706: Searching for Budiarto, D.S.
2026-02-05 19:26:31,469 - INFO - Row 8539/19706: Searching for Prabowo, M.A.
2026-02-05 19:26:31,706 - INFO - Row 8540/19706: Searching for Tatoglu, A.
2026-02-05 19:26:31,944 - INFO - Row 8541/19706: Searching for McClurkin, E.
2026-02-05 19:26:32,208 - INFO - Row 8542/19706: Searching for Vaka, M.S.
2026-02-05 19:26:32,444 - INFO - Row 8543/19706: Searching for Csiszárik-Kocsir, A.
2026-02-05 19:26:32,662 - INFO - Row 8544/19706: Searching for Berényi, C.
2026-02-05 19:26:32,894 - INFO - Row 8545/19706: Searching for Tóth, R.
2026-02-05 19:26:33,126 - INFO - Row 8546/19706: Searching for Kása, R.
2026-02-05 19:26:33,361 - INFO - Row 8547/19706: Searching for Lentner, C.
2026-02-05 19:26:33,623 - INFO - Row 8548/19706: Searching for Rani, S.
2026-02-05 19:26:33,856 - INFO - Row 8549/19706: Searching for Mittal, A.
2026-02-05 19:26:34,113 - INFO - Row 8550/19706: Searching for Azeez, M.H.
2026-02-05 19:26:34,544 - INFO - Row 8551/19706: Searching for Chen, K.
2026-02-05 19:26:34,833 - INFO - Row 8552/19706: Searching for Lou, V.W.
2026-02-05 19:26:35,093 - INFO - Row 8553/19706: Searching for Damayanti, S.M.
2026-02-05 19:26:35,311 - INFO - Row 8554/19706: Searching for Rahadi, R.A.
2026-02-05 19:26:35,555 - INFO - Row 8555/19706: Searching for Herijanto, N.K.K.
2026-02-05 19:26:35,852 - INFO - Row 8556/19706: Searching for Rudd, D.H.
2026-02-05 19:26:36,047 - ERROR - Error searching for title 'Churn Prediction via Multimodal Fusion Learning: Integrating Customer Financial Literacy, Voice, and Behavioral Data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AChurn+Prediction+via+Multimodal+Fusion+Learning%3A+Integrating+Customer+Financial+Literacy%2C+Voice%2C+and+Behavioral+Data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:36,048 - INFO - Row 8557/19706: Searching for Huo, H.
2026-02-05 19:26:36,243 - ERROR - Error searching for title 'Churn Prediction via Multimodal Fusion Learning: Integrating Customer Financial Literacy, Voice, and Behavioral Data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AChurn+Prediction+via+Multimodal+Fusion+Learning%3A+Integrating+Customer+Financial+Literacy%2C+Voice%2C+and+Behavioral+Data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:36,244 - INFO - Row 8558/19706: Searching for Islam, M.R.
2026-02-05 19:26:36,446 - ERROR - Error searching for title 'Churn Prediction via Multimodal Fusion Learning: Integrating Customer Financial Literacy, Voice, and Behavioral Data': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AChurn+Prediction+via+Multimodal+Fusion+Learning%3A+Integrating+Customer+Financial+Literacy%2C+Voice%2C+and+Behavioral+Data&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:36,447 - INFO - Row 8559/19706: Searching for Gumbo, L.
2026-02-05 19:26:36,680 - INFO - Row 8560/19706: Searching for Marimuthu, F.
2026-02-05 19:26:36,937 - INFO - Row 8561/19706: Searching for Vengesai, E.
2026-02-05 19:26:37,161 - INFO - Row 8562/19706: Searching for Abreu-Cardenas, M.
2026-02-05 19:26:37,376 - INFO - Row 8563/19706: Searching for Senduk, F.F.W.
2026-02-05 19:26:37,605 - INFO - Row 8564/19706: Searching for Kamarudeen, M.
2026-02-05 19:26:37,875 - INFO - Row 8565/19706: Searching for Karkocha, M.
2026-02-05 19:26:38,143 - INFO - Row 8566/19706: Searching for Stanilewicz, K.
2026-02-05 19:26:38,375 - INFO - Row 8567/19706: Searching for Korriku, B.
2026-02-05 19:26:38,611 - INFO - Row 8568/19706: Searching for Tartaraj, A.
2026-02-05 19:26:38,825 - INFO - Row 8569/19706: Searching for Annisa, R.
2026-02-05 19:26:39,066 - INFO - Row 8570/19706: Searching for Selim, M.
2026-02-05 19:26:39,259 - ERROR - Error searching for title 'The Effectiveness of Islamic Microfinance for Solving the Problems of Unemployment, Poverty, and Poor Standard of Living': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+Effectiveness+of+Islamic+Microfinance+for+Solving+the+Problems+of+Unemployment%2C+Poverty%2C+and+Poor+Standard+of+Living&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:39,260 - INFO - Row 8571/19706: Searching for Qamber, M.
2026-02-05 19:26:39,480 - ERROR - Error searching for title 'The Effectiveness of Islamic Microfinance for Solving the Problems of Unemployment, Poverty, and Poor Standard of Living': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+Effectiveness+of+Islamic+Microfinance+for+Solving+the+Problems+of+Unemployment%2C+Poverty%2C+and+Poor+Standard+of+Living&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:39,482 - INFO - Row 8572/19706: Searching for Abdali, M.H.
2026-02-05 19:26:39,707 - ERROR - Error searching for title 'The Effectiveness of Islamic Microfinance for Solving the Problems of Unemployment, Poverty, and Poor Standard of Living': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+Effectiveness+of+Islamic+Microfinance+for+Solving+the+Problems+of+Unemployment%2C+Poverty%2C+and+Poor+Standard+of+Living&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:39,708 - INFO - Row 8573/19706: Searching for Rahmadia, S.
2026-02-05 19:26:40,071 - INFO - Row 8574/19706: Searching for Marla, P.G.
2026-02-05 19:26:40,282 - ERROR - Error searching for title 'Exploring the Nexus Between Digital Finance, Social Capital, Financial Literacy, and Islamic Financial Inclusion in Banda Aceh, Indonesia': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AExploring+the+Nexus+Between+Digital+Finance%2C+Social+Capital%2C+Financial+Literacy%2C+and+Islamic+Financial+Inclusion+in+Banda+Aceh%2C+Indonesia&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:40,283 - INFO - Row 8575/19706: Searching for Majid, M.S.A.
2026-02-05 19:26:40,484 - ERROR - Error searching for title 'Exploring the Nexus Between Digital Finance, Social Capital, Financial Literacy, and Islamic Financial Inclusion in Banda Aceh, Indonesia': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AExploring+the+Nexus+Between+Digital+Finance%2C+Social+Capital%2C+Financial+Literacy%2C+and+Islamic+Financial+Inclusion+in+Banda+Aceh%2C+Indonesia&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:40,485 - INFO - Row 8576/19706: Searching for Kathpal, S.
2026-02-05 19:26:40,994 - INFO - Row 8577/19706: Searching for Akhtar, A.
2026-02-05 19:26:41,300 - INFO - Row 8578/19706: Searching for Zaheer, A.
2026-02-05 19:26:41,559 - INFO - Row 8579/19706: Searching for Malik, A.
2026-02-05 19:26:41,786 - INFO - Row 8580/19706: Searching for Gabriele, L.
2026-02-05 19:26:42,017 - INFO - Row 8581/19706: Searching for David, V.
2026-02-05 19:26:42,252 - INFO - Row 8582/19706: Searching for Muthmainnah, N.
2026-02-05 19:26:42,836 - INFO - Row 8583/19706: Searching for Geja, S.
2026-02-05 19:26:43,086 - INFO - Row 8584/19706: Searching for Nur, T.
2026-02-05 19:26:43,299 - INFO - Row 8585/19706: Searching for Canatan, E.C.
2026-02-05 19:26:43,527 - INFO - Row 8586/19706: Searching for Çoşkun, A.
2026-02-05 19:26:43,753 - INFO - Row 8587/19706: Searching for Campos, M.M.
2026-02-05 19:26:43,985 - INFO - Row 8588/19706: Searching for Madeira, M.J.A.
2026-02-05 19:26:44,218 - INFO - Row 8589/19706: Searching for Carvalho, L.C.
2026-02-05 19:26:44,487 - INFO - Row 8590/19706: Searching for Kartawinata, B.R.
2026-02-05 19:26:44,715 - ERROR - Error searching for title 'The effects of financial technology, financial literacy, and income on online loans in indonesia's millennials generation': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+effects+of+financial+technology%2C+financial+literacy%2C+and+income+on+online+loans+in+indonesia%27s+millennials+generation&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:44,716 - INFO - Row 8591/19706: Searching for Alfikry, A.
2026-02-05 19:26:44,923 - ERROR - Error searching for title 'The influence of family socioeconomic status, education level, and gender on financial literacy in tanah datar district': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+influence+of+family+socioeconomic+status%2C+education+level%2C+and+gender+on+financial+literacy+in+tanah+datar+district&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:44,924 - INFO - Row 8592/19706: Searching for Suliantoro, H.
2026-02-05 19:26:45,160 - INFO - Row 8593/19706: Searching for Moreno-García, E.
2026-02-05 19:26:45,601 - INFO - Row 8594/19706: Searching for Hernández-Mejía, S.
2026-02-05 19:26:45,856 - INFO - Row 8595/19706: Searching for Peñarreta-Quezada, M.-Á.
2026-02-05 19:26:46,107 - INFO - Row 8596/19706: Searching for Salas-Tenesaca, E.-E.
2026-02-05 19:26:46,347 - INFO - Row 8597/19706: Searching for Álvarez-García, J.
2026-02-05 19:26:46,599 - INFO - Row 8598/19706: Searching for Hosen, M.
2026-02-05 19:26:46,833 - INFO - Row 8599/19706: Searching for Lim, A.-F.
2026-02-05 19:26:47,095 - INFO - Row 8600/19706: Searching for Prakasha, G.S.
2026-02-05 19:26:47,295 - ERROR - Error searching for title 'Effect of social influence on the saving behaviour of freelancing undergraduate students, mediated by financial literacy and self-control; Vliv sociálního aspektu na spořicí chování studentů na volné noze ve vztahu k finanční gramotnosti a sebekontrole': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AEffect+of+social+influence+on+the+saving+behaviour+of+freelancing+undergraduate+students%2C+mediated+by+financial+literacy+and+self-control%3B+Vliv+soci%C3%A1ln%C3%ADho+aspektu+na+spo%C5%99ic%C3%AD+chov%C3%A1n%C3%AD+student%C5%AF+na+voln%C3%A9+noze+ve+vztahu+k+finan%C4%8Dn%C3%AD+gramotnosti+a+sebekontrole&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:47,429 - INFO - Checkpoint: Saved progress at row 8600
2026-02-05 19:26:47,430 - INFO - Row 8601/19706: Searching for Jose, J.
2026-02-05 19:26:47,635 - ERROR - Error searching for title 'Effect of social influence on the saving behaviour of freelancing undergraduate students, mediated by financial literacy and self-control; Vliv sociálního aspektu na spořicí chování studentů na volné noze ve vztahu k finanční gramotnosti a sebekontrole': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AEffect+of+social+influence+on+the+saving+behaviour+of+freelancing+undergraduate+students%2C+mediated+by+financial+literacy+and+self-control%3B+Vliv+soci%C3%A1ln%C3%ADho+aspektu+na+spo%C5%99ic%C3%AD+chov%C3%A1n%C3%AD+student%C5%AF+na+voln%C3%A9+noze+ve+vztahu+k+finan%C4%8Dn%C3%AD+gramotnosti+a+sebekontrole&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:47,635 - INFO - Row 8602/19706: Searching for Jestin, J.
2026-02-05 19:26:47,829 - ERROR - Error searching for title 'Effect of social influence on the saving behaviour of freelancing undergraduate students, mediated by financial literacy and self-control; Vliv sociálního aspektu na spořicí chování studentů na volné noze ve vztahu k finanční gramotnosti a sebekontrole': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AEffect+of+social+influence+on+the+saving+behaviour+of+freelancing+undergraduate+students%2C+mediated+by+financial+literacy+and+self-control%3B+Vliv+soci%C3%A1ln%C3%ADho+aspektu+na+spo%C5%99ic%C3%AD+chov%C3%A1n%C3%AD+student%C5%AF+na+voln%C3%A9+noze+ve+vztahu+k+finan%C4%8Dn%C3%AD+gramotnosti+a+sebekontrole&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:47,829 - INFO - Row 8603/19706: Searching for Ranabhat, D.
2026-02-05 19:26:48,058 - INFO - Row 8604/19706: Searching for Verma, N.
2026-02-05 19:26:48,350 - INFO - Row 8605/19706: Searching for Capelato, É.
2026-02-05 19:26:48,594 - INFO - Row 8606/19706: Searching for Cúri, M.
2026-02-05 19:26:48,979 - INFO - Row 8607/19706: Searching for Yang, C.
2026-02-05 19:26:49,203 - INFO - Row 8608/19706: Searching for Mabkhot, H.
2026-02-05 19:26:49,401 - ERROR - Error searching for title 'Impact of Social factors, Self-control, and Financial Education on Financial Literacy and Financial Saving Behaviour among University Students in Saudi Arabia': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AImpact+of+Social+factors%2C+Self-control%2C+and+Financial+Education+on+Financial+Literacy+and+Financial+Saving+Behaviour+among+University+Students+in+Saudi+Arabia&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:49,402 - INFO - Row 8609/19706: Searching for Talat, S.
2026-02-05 19:26:49,603 - ERROR - Error searching for title 'Impact of Social factors, Self-control, and Financial Education on Financial Literacy and Financial Saving Behaviour among University Students in Saudi Arabia': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AImpact+of+Social+factors%2C+Self-control%2C+and+Financial+Education+on+Financial+Literacy+and+Financial+Saving+Behaviour+among+University+Students+in+Saudi+Arabia&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:49,605 - INFO - Row 8610/19706: Searching for Ansar, R.
2026-02-05 19:26:49,832 - INFO - Row 8611/19706: Searching for Manaf, A.
2026-02-05 19:26:50,036 - ERROR - Error searching for title 'The Relevance of Vertical Housing to the Socio-Economic Characteristics of Occupants in Semarang City, Indonesia: Particularly the Proximity of Public Facility Aspects': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+Relevance+of+Vertical+Housing+to+the+Socio-Economic+Characteristics+of+Occupants+in+Semarang+City%2C+Indonesia%3A+Particularly+the+Proximity+of+Public+Facility+Aspects&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:50,037 - INFO - Row 8612/19706: Searching for Ginting, L.P.
2026-02-05 19:26:50,245 - ERROR - Error searching for title 'The Relevance of Vertical Housing to the Socio-Economic Characteristics of Occupants in Semarang City, Indonesia: Particularly the Proximity of Public Facility Aspects': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+Relevance+of+Vertical+Housing+to+the+Socio-Economic+Characteristics+of+Occupants+in+Semarang+City%2C+Indonesia%3A+Particularly+the+Proximity+of+Public+Facility+Aspects&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:50,246 - INFO - Row 8613/19706: Searching for Khalid, B.
2026-02-05 19:26:50,487 - INFO - Row 8614/19706: Searching for Dacko-Pikiewicz, Z.
2026-02-05 19:26:50,746 - INFO - Row 8615/19706: Searching for Shafiee, S.
2026-02-05 19:26:51,024 - INFO - Row 8616/19706: Searching for Zhang, L.L.
2026-02-05 19:26:51,244 - INFO - Row 8617/19706: Searching for Rasmussen, K.M.
2026-02-05 19:26:51,476 - INFO - Row 8618/19706: Searching for Volkova, O.A.
2026-02-05 19:26:51,743 - INFO - Row 8619/19706: Searching for Spankulova, L.S.
2026-02-05 19:26:51,970 - INFO - Row 8620/19706: Searching for Mukhamediyev, B.M.
2026-02-05 19:26:52,185 - INFO - Row 8621/19706: Searching for Cho, S.
2026-02-05 19:26:52,419 - INFO - Row 8622/19706: Searching for Csiszárik-Kocsir, A.
2026-02-05 19:26:52,663 - INFO - Row 8623/19706: Searching for Lentner, C.
2026-02-05 19:26:52,898 - INFO - Row 8624/19706: Searching for Ramos, H.
2026-02-05 19:26:53,132 - INFO - Row 8625/19706: Searching for Srinivasan, K.
2026-02-05 19:26:53,361 - INFO - Row 8626/19706: Searching for Karthikeyan, P.
2026-02-05 19:26:53,598 - INFO - Row 8627/19706: Searching for Alasadi, S.N.K.
2026-02-05 19:26:53,826 - INFO - Row 8628/19706: Searching for Fatla, O.M.H.
2026-02-05 19:26:54,053 - INFO - Row 8629/19706: Searching for Csiszárik-Kocsir, A.
2026-02-05 19:26:54,256 - ERROR - Error searching for title 'The Purposes and Motivations of Savings Accumulation based on Generational Affiliation, Financial Education and Financial Literacy': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AThe+Purposes+and+Motivations+of+Savings+Accumulation+based+on+Generational+Affiliation%2C+Financial+Education+and+Financial+Literacy&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:54,257 - INFO - Row 8630/19706: Searching for Kuznetsov, V.P.
2026-02-05 19:26:54,505 - INFO - Row 8631/19706: Searching for Ergeshova, T.A.
2026-02-05 19:26:55,123 - INFO - Row 8632/19706: Searching for Lezhebokov, A.A.
2026-02-05 19:26:55,345 - INFO - Row 8633/19706: Searching for Shvachkina, L.A.
2026-02-05 19:26:55,566 - INFO - Row 8634/19706: Searching for Polishchuk, Y.
2026-02-05 19:26:55,805 - INFO - Row 8635/19706: Searching for Maiurchenko, V.
2026-02-05 19:26:56,053 - INFO - Row 8636/19706: Searching for Tereshchenko, O.
2026-02-05 19:26:56,284 - INFO - Row 8637/19706: Searching for Budiaiev, M.
2026-02-05 19:26:56,965 - INFO - Row 8638/19706: Searching for Elangovan, E.
2026-02-05 19:26:57,224 - INFO - Row 8639/19706: Searching for Vrdoljak, A.T.
2026-02-05 19:26:57,444 - INFO - Row 8640/19706: Searching for Jerković, I.
2026-02-05 19:26:57,656 - INFO - Row 8641/19706: Searching for Thida, M.
2026-02-05 19:26:57,884 - INFO - Row 8642/19706: Searching for Thazin, N.
2026-02-05 19:26:58,122 - INFO - Row 8643/19706: Searching for Hadianto, B.
2026-02-05 19:26:58,315 - ERROR - Error searching for title 'Financial literacy, self-control, self-esteem, and credit card utilization': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3AFinancial+literacy%2C+self-control%2C+self-esteem%2C+and+credit+card+utilization&per_page=5&select=id%2Ctitle%2Cauthorships
2026-02-05 19:26:58,317 - INFO - Row 8644/19706: Searching for Ndou, A.
2026-02-05 19:26:58,811 - INFO - Row 8645/19706: Searching for Bhattacharya, G.D.
2026-02-05 19:26:59,063 - INFO - Row 8646/19706: Searching for Sarkar, A.
2026-02-05 19:26:59,500 - INFO - Row 8647/19706: Searching for Lee, H.S.
2026-02-05 19:26:59,717 - INFO - Row 8648/19706: Searching for Kuang, K.S.
2026-02-05 19:26:59,945 - INFO - Row 8649/19706: Searching for Liew, P.X.
2026-02-05 19:27:00,170 - INFO - Row 8650/19706: Searching for Nassir, A.M.
2026-02-05 19:27:00,420 - INFO - Row 8651/19706: Searching for Gümrah, A.
2026-02-05 19:27:00,679 - INFO - Row 8652/19706: Searching for Karagöz, H.
2026-02-05 19:27:00,937 - INFO - Row 8653/19706: Searching for Gunawan, A.
2026-02-05 19:27:01,159 - INFO - Row 8654/19706: Searching for Moscoso-Paucarchuco, K.M.
2026-02-05 19:27:01,575 - INFO - Row 8655/19706: Searching for Muhtar, M.
2026-02-05 19:27:01,792 - ERROR - Error searching for title 'Distribution of Financial Attitude, Financial Behavior, Financial Knowledge and Financial Literacy on the Investment Decision Behavior of Young Investors': 400 Client Error: Bad Request for url: https://api.openalex.org/works?api_key=0gNGJzrC3W8SseitbXSQ5n&filter=title.search%3ADistribution+of+Financial+Attitude%2C+Financial+Behavior%2C+Financial+Knowledge+and+Financial+Literacy+on+the+Investment+Decision+Behavior+of+Young+Investors&per_page=5&select=id%2Ctitle%2Cauthorships
